id_cliente,nombre_cliente,provincia,localidad,categoria_cliente
1068,Sofía Domínguez,Chaco,Quitilipi,supermercado
1069,Jorge Ramírez,Misiones,Montecarlo,almacén
1070,Ana Pérez,Chaco,General San Martín,almacén
1071,Juan Silva,Misiones,San Vicente,restaurante
1072,Julieta Acosta,Chaco,General San Martín,almacén
1073,Julieta Domínguez,Formosa,Ibarreta,restaurante
1074,Mario Suárez,Chaco,Barranqueras,kiosco
1075,Elena Gutiérrez,Misiones,Puerto Iguazú,supermercado
1076,Ivana Fernández,Formosa,Formosa,almacén
1077,Elena Flores,Corrientes,Virásoro,supermercado
1078,Ariel Vera,Formosa,Las Lomitas,distribuidor
1079,Juan Franco,Corrientes,Virásoro,distribuidor
1080,Sofía Flores,Chaco,Villa Ángela,supermercado
1081,Dario Flores,Misiones,Apóstoles,kiosco
1082,Nadia Martínez,Misiones,Apóstoles,distribuidor
1083,Cintia Silva,Chaco,Las Breñas,almacén
1084,Diego Torres,Formosa,Comandante Fontana,supermercado
1085,Esteban Romero,Corrientes,Mercedes,restaurante
1086,Daniel López,Misiones,Montecarlo,almacén
1087,Ezequiel Benítez,Chaco,Resistencia,almacén
1088,Brenda Flores,Misiones,San Vicente,restaurante
1089,Nadia Álvarez,Chaco,Las Breñas,distribuidor
1090,Aldana García,Misiones,Aristóbulo del Valle,supermercado
1091,Carlos Suárez,Chaco,Puerto Vilelas,supermercado
1092,Noelia Duarte,Chaco,Villa Ángela,almacén
1093,Romina Rojas,Formosa,El Colorado,distribuidor
1094,Agustín Domínguez,Corrientes,Esquina,kiosco
1095,Elena Aguirre,Chaco,Fontana,distribuidor
1096,Aldana Castro,Formosa,Laguna Blanca,almacén
1097,Agustín Romero,Chaco,Villa Ángela,restaurante
1098,Brenda Martínez,Misiones,Montecarlo,almacén
1099,Elena Aguirre,Misiones,Eldorado,kiosco
1100,Maximiliano Ramírez,Misiones,San Vicente,distribuidor
1101,Julieta Sosa,Formosa,Formosa,distribuidor
1102,Dario Castro,Corrientes,Paso de los Libres,kiosco
1103,María Cardozo,Formosa,Ibarreta,almacén
1104,Luis Acosta,Corrientes,Corrientes,restaurante
1105,Ariel Álvarez,Corrientes,Goya,restaurante
1106,Maximiliano Pérez,Corrientes,Goya,distribuidor
1107,Rocío Domínguez,Chaco,Barranqueras,restaurante
1108,Pablo Gómez,Chaco,Puerto Vilelas,restaurante
1109,Laura Martínez,Misiones,Aristóbulo del Valle,kiosco
1110,Ana Aguirre,Chaco,Presidencia Roque Sáenz Peña,supermercado
1111,Ana Cardozo,Formosa,Comandante Fontana,kiosco
1112,Lucía García,Corrientes,Ituzaingó,almacén
1113,Ezequiel García,Chaco,Fontana,almacén
1114,Maximiliano Villalba,Chaco,Barranqueras,restaurante
1115,Maximiliano Rojas,Misiones,Puerto Iguazú,restaurante
1116,Laura Gutiérrez,Corrientes,Corrientes,supermercado
1117,Cintia Acosta,Misiones,Aristóbulo del Valle,kiosco
1118,Carlos Domínguez,Chaco,General San Martín,kiosco
1119,Ezequiel Rojas,Chaco,General San Martín,kiosco
1120,Noelia Silva,Misiones,Eldorado,distribuidor
1121,Federico Torres,Formosa,Formosa,distribuidor
1122,Brenda Ramírez,Chaco,General San Martín,supermercado
1123,Diego Martínez,Corrientes,Saladas,almacén
1124,Brenda García,Chaco,Fontana,almacén
1125,Gabriel Gutiérrez,Corrientes,Esquina,kiosco
1126,Noelia Romero,Formosa,Clorinda,almacén
1127,Damián Medina,Chaco,Las Breñas,almacén
1128,Cintia Medina,Corrientes,Virásoro,distribuidor
1129,Pablo López,Corrientes,Bella Vista,restaurante
1130,Carlos Benítez,Misiones,Montecarlo,restaurante
1131,Rocío Villalba,Formosa,Formosa,supermercado
1132,Luis Acosta,Corrientes,Ituzaingó,supermercado
1133,Ivana Castro,Corrientes,Curuzú Cuatiá,kiosco
1134,Damián Álvarez,Chaco,Presidencia Roque Sáenz Peña,almacén
1135,Noelia Vera,Corrientes,Bella Vista,kiosco
1136,Agustín Fernández,Corrientes,Ituzaingó,distribuidor
1137,Marta Silva,Misiones,Montecarlo,almacén
1138,Juan Cardozo,Chaco,Las Breñas,almacén
1139,Ezequiel Franco,Formosa,Las Lomitas,kiosco
1140,Esteban Aguirre,Corrientes,Curuzú Cuatiá,supermercado
1141,Rocío Pérez,Misiones,Posadas,supermercado
1142,Ivana Torres,Chaco,Fontana,restaurante
1143,María Vera,Misiones,Aristóbulo del Valle,distribuidor
1144,Maximiliano Silva,Corrientes,Bella Vista,kiosco
1145,José Silva,Misiones,Eldorado,almacén
1146,Damián Duarte,Misiones,Jardín América,supermercado
1147,Aldana Gómez,Formosa,Comandante Fontana,restaurante
1148,Agustín Romero,Chaco,Quitilipi,supermercado
1149,Cintia Vera,Chaco,General San Martín,distribuidor
1150,Brenda Rojas,Chaco,Villa Ángela,restaurante
1151,Brenda Benítez,Corrientes,Saladas,distribuidor
1152,Aldana Benítez,Chaco,Las Breñas,kiosco
1153,Mario Suárez,Formosa,Clorinda,almacén
1154,Brenda Silva,Chaco,General San Martín,kiosco
1155,Carlos Rojas,Misiones,Montecarlo,restaurante
1156,Florencia Romero,Corrientes,Mercedes,kiosco
1157,Brenda Martínez,Formosa,Las Lomitas,almacén
1158,Maximiliano Rojas,Formosa,Clorinda,distribuidor
1159,Julieta Álvarez,Formosa,Comandante Fontana,kiosco
1160,Mario Villalba,Misiones,Puerto Iguazú,kiosco
1161,Ana Pérez,Chaco,Charata,supermercado
1162,Esteban Suárez,Chaco,Resistencia,restaurante
1163,Ariel Medina,Chaco,Villa Ángela,kiosco
1164,Elena Medina,Chaco,Charata,distribuidor
1165,Mario Álvarez,Formosa,Formosa,restaurante
1166,Gabriel Domínguez,Corrientes,Saladas,almacén
1167,Esteban Castro,Formosa,Clorinda,restaurante
1168,Daniel Sosa,Misiones,Montecarlo,almacén
1169,Luis Cardozo,Formosa,Formosa,supermercado
1170,Diego Acosta,Formosa,Formosa,supermercado
1171,Florencia Fernández,Chaco,Fontana,almacén
1172,Ezequiel Silva,Corrientes,Saladas,almacén
1173,Romina Aguirre,Formosa,El Colorado,distribuidor
1174,Valeria Aguirre,Chaco,Puerto Vilelas,kiosco
1175,Carlos Martínez,Formosa,Pirané,distribuidor
1176,Sofía Domínguez,Misiones,Jardín América,kiosco
1177,Maximiliano Gutiérrez,Misiones,Apóstoles,kiosco
1178,Romina Álvarez,Chaco,Presidencia Roque Sáenz Peña,almacén
1179,Luis Gutiérrez,Chaco,Resistencia,distribuidor
1180,Pablo Castro,Corrientes,Bella Vista,supermercado
1181,Cintia Gutiérrez,Corrientes,Curuzú Cuatiá,supermercado
1182,Lucía Castro,Formosa,El Colorado,distribuidor
1183,Cintia Acosta,Corrientes,Saladas,supermercado
1184,Ana Acosta,Chaco,Villa Ángela,almacén
1185,Cintia Valdez,Misiones,Posadas,kiosco
1186,Damián Fernández,Chaco,Charata,kiosco
1187,Juan Valdez,Chaco,General San Martín,distribuidor
1188,Nicolás Ramírez,Misiones,Leandro N. Alem,kiosco
1189,Aldana Vera,Corrientes,Bella Vista,distribuidor
1190,Hernán Acosta,Formosa,Comandante Fontana,restaurante
1191,Romina Ramírez,Chaco,General San Martín,supermercado
1192,María Rojas,Corrientes,Ituzaingó,restaurante
1193,Federico Medina,Misiones,Oberá,almacén
1194,José Sosa,Chaco,Resistencia,restaurante
1195,Noelia Álvarez,Corrientes,Ituzaingó,almacén
1196,Jorge Gutiérrez,Chaco,Quitilipi,restaurante
1197,Marta Vera,Corrientes,Paso de los Libres,almacén
1198,Maximiliano Martínez,Misiones,Eldorado,restaurante
1199,Carlos Valdez,Misiones,Montecarlo,supermercado
1200,Mario Domínguez,Misiones,Jardín América,supermercado
1201,Gabriel Gómez,Formosa,Comandante Fontana,almacén
1202,Julieta Fernández,Misiones,Montecarlo,supermercado
1203,Hernán Duarte,Corrientes,Bella Vista,restaurante
1204,Nadia Rojas,Formosa,El Colorado,supermercado
1205,Mario Aguirre,Formosa,Ibarreta,kiosco
1206,Laura Cardozo,Misiones,Jardín América,restaurante
1207,Marta Vera,Formosa,Pirané,restaurante
1208,José Duarte,Formosa,Herradura,distribuidor
1209,Ana Acosta,Misiones,Jardín América,almacén
1210,Laura Aguirre,Formosa,El Colorado,almacén
1211,Brenda Aguirre,Corrientes,Esquina,almacén
1212,Elena Ramírez,Misiones,Aristóbulo del Valle,supermercado
1213,Ezequiel Gómez,Chaco,Resistencia,almacén
1214,Maximiliano López,Formosa,Herradura,restaurante
1215,Nadia Duarte,Corrientes,Virásoro,distribuidor
1216,Pablo Castro,Corrientes,Paso de los Libres,kiosco
1217,Damián Ramírez,Misiones,Oberá,almacén
1218,Marta Suárez,Misiones,Leandro N. Alem,almacén
1219,Florencia Gómez,Corrientes,Curuzú Cuatiá,supermercado
1220,Hernán Rojas,Corrientes,Saladas,restaurante
1221,Jorge Villalba,Corrientes,Mercedes,distribuidor
1222,Agustín Villalba,Misiones,Leandro N. Alem,kiosco
1223,Valeria Gómez,Misiones,Eldorado,supermercado
1224,José Aguirre,Formosa,Comandante Fontana,supermercado
1225,Dario Martínez,Misiones,San Vicente,almacén
1226,Luis López,Formosa,Comandante Fontana,supermercado
1227,Nadia Medina,Corrientes,Virásoro,supermercado
1228,Diego Flores,Chaco,Las Breñas,kiosco
1229,Ivana Ramírez,Misiones,Leandro N. Alem,almacén
1230,Cintia Duarte,Misiones,Montecarlo,almacén
1231,Mario Rojas,Chaco,Presidencia Roque Sáenz Peña,distribuidor
1232,Florencia Duarte,Formosa,El Colorado,restaurante
1233,Juan Martínez,Corrientes,Saladas,supermercado
1234,Pablo Acosta,Misiones,Posadas,supermercado
1235,Esteban Flores,Corrientes,Bella Vista,supermercado
1236,Aldana Torres,Formosa,Ibarreta,kiosco
1237,Valeria López,Misiones,Aristóbulo del Valle,distribuidor
1238,Juan Vera,Corrientes,Virásoro,supermercado
1239,Valeria Acosta,Misiones,Aristóbulo del Valle,kiosco
1240,Ivana Flores,Misiones,Posadas,restaurante
1241,Nadia Castro,Formosa,Las Lomitas,almacén
1242,Juan García,Misiones,Posadas,kiosco
1243,María Vera,Corrientes,Virásoro,kiosco
1244,Diego López,Misiones,San Vicente,almacén
1245,Dario Medina,Misiones,Leandro N. Alem,kiosco
1246,Sofía Rojas,Formosa,Ibarreta,almacén
1247,Florencia Vera,Chaco,Villa Ángela,supermercado
1248,Maximiliano Flores,Misiones,Puerto Iguazú,distribuidor
1249,Sofía Medina,Corrientes,Corrientes,distribuidor
1250,Daniel García,Formosa,Comandante Fontana,restaurante
1251,Ezequiel Medina,Chaco,Resistencia,distribuidor
1252,Ivana Gutiérrez,Corrientes,Saladas,restaurante
1253,Agustín Silva,Misiones,Puerto Iguazú,supermercado
1254,María Ramírez,Misiones,Posadas,almacén
1255,Julieta Suárez,Formosa,Clorinda,supermercado
1256,Hernán Gutiérrez,Misiones,Apóstoles,restaurante
1257,Laura Domínguez,Misiones,Montecarlo,supermercado
1258,Cintia García,Formosa,Las Lomitas,supermercado
1259,Valeria Aguirre,Chaco,Fontana,almacén
1260,Aldana Duarte,Chaco,Quitilipi,supermercado
1261,Maximiliano Franco,Corrientes,Ituzaingó,kiosco
1262,Ariel Sosa,Misiones,Montecarlo,almacén
1263,Elena García,Corrientes,Curuzú Cuatiá,kiosco
1264,Sofía Martínez,Chaco,Presidencia Roque Sáenz Peña,kiosco
1265,Daniel García,Formosa,Laguna Blanca,kiosco
1266,Noelia Rojas,Formosa,Pirané,distribuidor
1267,Nicolás García,Misiones,Jardín América,distribuidor
1268,Julieta Villalba,Misiones,Aristóbulo del Valle,restaurante
1269,Federico Flores,Corrientes,Corrientes,supermercado
1270,Valeria Ramírez,Chaco,Barranqueras,distribuidor
1271,Federico Romero,Formosa,Clorinda,almacén
1272,Pablo Domínguez,Misiones,Apóstoles,supermercado
1273,Luis Sosa,Chaco,Quitilipi,distribuidor
1274,Pablo Álvarez,Chaco,Puerto Vilelas,distribuidor
1275,Hernán Rojas,Formosa,Comandante Fontana,almacén
1276,Noelia Benítez,Corrientes,Goya,almacén
1277,Dario Sosa,Chaco,Barranqueras,supermercado
1278,Julieta Valdez,Misiones,Aristóbulo del Valle,distribuidor
1279,Sofía Molina,Chaco,Resistencia,almacén
1280,Valeria Vera,Corrientes,Paso de los Libres,supermercado
1281,Florencia Benítez,Corrientes,Saladas,restaurante
1282,Rocío Martínez,Corrientes,Saladas,kiosco
1283,Lucía Rojas,Corrientes,Goya,almacén
1284,Ana Gutiérrez,Chaco,Puerto Vilelas,kiosco
1285,Diego Molina,Formosa,Formosa,kiosco
1286,María Domínguez,Corrientes,Esquina,distribuidor
1287,Luis Rojas,Chaco,General San Martín,supermercado
1288,Juan Castro,Formosa,Clorinda,distribuidor
1289,Lucía Duarte,Formosa,Las Lomitas,distribuidor
1290,Nicolás Fernández,Chaco,Puerto Vilelas,restaurante
1291,Hernán Silva,Chaco,Las Breñas,distribuidor
1292,Julieta Medina,Corrientes,Corrientes,kiosco
1293,Rocío Gutiérrez,Formosa,Riacho He-Hé,kiosco
1294,Federico López,Chaco,Presidencia Roque Sáenz Peña,distribuidor
1295,Jorge López,Corrientes,Saladas,distribuidor
1296,Cintia Ramírez,Misiones,Apóstoles,almacén
1297,Ariel Fernández,Misiones,Leandro N. Alem,distribuidor
1298,Romina Flores,Misiones,San Vicente,almacén
1299,Juan Duarte,Chaco,Charata,kiosco
1300,Gabriel García,Formosa,Riacho He-Hé,kiosco
1301,Luis García,Chaco,Villa Ángela,almacén
1302,Damián Torres,Chaco,Las Breñas,kiosco
1303,José Álvarez,Formosa,Herradura,kiosco
1304,Sofía Aguirre,Formosa,Comandante Fontana,restaurante
1305,Jorge Pérez,Misiones,Aristóbulo del Valle,almacén
1306,Sofía Franco,Chaco,General San Martín,restaurante
1307,Elena García,Formosa,Pirané,almacén
1308,Elena Medina,Corrientes,Virásoro,almacén
1309,Marta Medina,Misiones,Jardín América,kiosco
1310,Pablo Rojas,Chaco,Charata,almacén
1311,Mario Duarte,Corrientes,Curuzú Cuatiá,kiosco
1312,Julieta Aguirre,Formosa,Clorinda,kiosco
1313,Damián García,Misiones,Eldorado,kiosco
1314,Julieta Benítez,Chaco,Fontana,kiosco
1315,María Torres,Misiones,Jardín América,kiosco
1316,Carlos Fernández,Corrientes,Paso de los Libres,supermercado
1317,Diego Franco,Formosa,Laguna Blanca,kiosco
1318,Sofía Castro,Chaco,Las Breñas,almacén
1319,Nadia Vera,Misiones,Oberá,almacén
1320,José Flores,Formosa,Laguna Blanca,kiosco
1321,Nadia Martínez,Misiones,Eldorado,supermercado
1322,Lucía Rojas,Formosa,Ibarreta,distribuidor
1323,Gabriel Romero,Formosa,Pirané,kiosco
1324,Maximiliano Gutiérrez,Misiones,Oberá,almacén
1325,Aldana Vera,Corrientes,Ituzaingó,kiosco
1326,Julieta Benítez,Chaco,Barranqueras,supermercado
1327,Romina Castro,Corrientes,Saladas,almacén
1328,Ivana García,Corrientes,Virásoro,kiosco
1329,Ezequiel Cardozo,Formosa,Pirané,almacén
1330,Nicolás Medina,Corrientes,Virásoro,supermercado
1331,Diego Álvarez,Formosa,Riacho He-Hé,almacén
1332,Gabriel Gómez,Misiones,Aristóbulo del Valle,restaurante
1333,Ana Gutiérrez,Formosa,Pirané,distribuidor
1334,Romina Vera,Misiones,Eldorado,almacén
1335,Daniel Duarte,Chaco,General San Martín,supermercado
1336,Juan Gómez,Chaco,Villa Ángela,restaurante
1337,Dario Valdez,Misiones,Apóstoles,kiosco
1338,Lucía Acosta,Formosa,Las Lomitas,kiosco
1339,Esteban Domínguez,Corrientes,Curuzú Cuatiá,almacén
1340,Dario López,Chaco,Barranqueras,almacén
1341,Noelia Silva,Corrientes,Corrientes,kiosco
1342,Cintia Medina,Corrientes,Saladas,almacén
1343,Marta Silva,Formosa,Laguna Blanca,distribuidor
1344,Daniel Romero,Corrientes,Curuzú Cuatiá,kiosco
1345,Florencia Álvarez,Chaco,Fontana,restaurante
1346,Laura Castro,Chaco,Barranqueras,almacén
1347,Jorge López,Misiones,Aristóbulo del Valle,restaurante
1348,María Ramírez,Chaco,Fontana,restaurante
1349,Florencia Medina,Corrientes,Paso de los Libres,restaurante
1350,Elena Fernández,Chaco,Resistencia,restaurante
1351,Esteban Franco,Formosa,Clorinda,kiosco
1352,Federico Medina,Chaco,Barranqueras,kiosco
1353,Ana Benítez,Corrientes,Corrientes,restaurante
1354,Florencia Castro,Corrientes,Corrientes,kiosco
1355,Julieta García,Formosa,El Colorado,supermercado
1356,Ezequiel Acosta,Corrientes,Saladas,kiosco
1357,Elena Domínguez,Corrientes,Goya,distribuidor
1358,Aldana Acosta,Misiones,Montecarlo,kiosco
1359,Julieta Martínez,Corrientes,Paso de los Libres,supermercado
1360,Cintia Acosta,Corrientes,Ituzaingó,distribuidor
1361,Lucía Silva,Formosa,Las Lomitas,almacén
1362,Agustín Cardozo,Formosa,Laguna Blanca,supermercado
1363,María Ramírez,Corrientes,Ituzaingó,restaurante
1364,Rocío Fernández,Misiones,Oberá,restaurante
1365,Diego Fernández,Chaco,Fontana,restaurante
1366,Ezequiel Torres,Formosa,Riacho He-Hé,supermercado
1367,Ariel Acosta,Formosa,Laguna Blanca,distribuidor
1368,Dario Rojas,Corrientes,Paso de los Libres,distribuidor
1369,Hernán Romero,Corrientes,Esquina,distribuidor
1370,Laura Álvarez,Misiones,San Vicente,supermercado
1371,Rocío López,Chaco,Villa Ángela,kiosco
1372,Rocío Vera,Corrientes,Esquina,restaurante
1373,Valeria Martínez,Formosa,Riacho He-Hé,almacén
1374,Ariel Valdez,Chaco,Villa Ángela,restaurante
1375,Carlos Benítez,Misiones,Eldorado,supermercado
1376,Ariel Fernández,Chaco,Resistencia,kiosco
1377,Brenda Torres,Misiones,Posadas,kiosco
1378,Daniel Castro,Corrientes,Saladas,kiosco
1379,Diego Aguirre,Misiones,Montecarlo,distribuidor
1380,Brenda Aguirre,Chaco,General San Martín,almacén
1381,Hernán Duarte,Formosa,El Colorado,almacén
1382,Ivana Suárez,Misiones,Montecarlo,almacén
1383,Laura Benítez,Corrientes,Paso de los Libres,distribuidor
1384,Ivana Castro,Misiones,Leandro N. Alem,distribuidor
1385,Damián López,Formosa,Clorinda,almacén
1386,Florencia Aguirre,Chaco,Villa Ángela,almacén
1387,Lucía Fernández,Corrientes,Goya,almacén
1388,Elena Martínez,Misiones,Puerto Iguazú,kiosco
1389,Valeria Villalba,Chaco,Charata,restaurante
1390,Romina Medina,Formosa,Laguna Blanca,supermercado
1391,Ivana Vera,Chaco,Puerto Vilelas,almacén
1392,Hernán Rojas,Misiones,Oberá,restaurante
1393,Luis Benítez,Corrientes,Bella Vista,restaurante
1394,Maximiliano Rojas,Chaco,General San Martín,almacén
1395,Ezequiel Rojas,Corrientes,Paso de los Libres,restaurante
1396,Lucía Villalba,Corrientes,Goya,kiosco
1397,Ariel Valdez,Formosa,Formosa,almacén
1398,Cintia Sosa,Formosa,Riacho He-Hé,restaurante
1399,Carlos Vera,Misiones,Puerto Iguazú,supermercado
1400,Daniel Franco,Corrientes,Virásoro,kiosco
1401,Laura Medina,Chaco,Fontana,distribuidor
1402,Elena Ramírez,Chaco,General San Martín,kiosco
1403,Ariel Acosta,Corrientes,Mercedes,supermercado
1404,Laura Martínez,Corrientes,Curuzú Cuatiá,distribuidor
1405,Jorge Pérez,Formosa,Laguna Blanca,restaurante
1406,Romina Acosta,Formosa,Riacho He-Hé,supermercado
1407,Damián Medina,Corrientes,Paso de los Libres,restaurante
1408,Jorge Fernández,Corrientes,Virásoro,restaurante
1409,Cintia Rojas,Chaco,Puerto Vilelas,almacén
1410,Noelia Castro,Corrientes,Bella Vista,kiosco
1411,Rocío Molina,Misiones,San Vicente,almacén
1412,Carlos Sosa,Chaco,Quitilipi,almacén
1413,Florencia Rojas,Formosa,El Colorado,supermercado
1414,María Duarte,Chaco,Fontana,supermercado
1415,Agustín Domínguez,Misiones,Oberá,supermercado
1416,Gabriel López,Misiones,Posadas,restaurante
1417,Marta Rojas,Misiones,Jardín América,restaurante
1418,Juan Gutiérrez,Corrientes,Paso de los Libres,restaurante
1419,Elena Silva,Corrientes,Curuzú Cuatiá,kiosco
1420,Valeria Suárez,Corrientes,Virásoro,distribuidor
1421,Dario Fernández,Formosa,Formosa,almacén
1422,Ivana Ramírez,Corrientes,Bella Vista,almacén
1423,Florencia Acosta,Formosa,Riacho He-Hé,restaurante
1424,María Molina,Corrientes,Paso de los Libres,distribuidor
1425,Julieta Romero,Corrientes,Curuzú Cuatiá,kiosco
1426,Nadia Gómez,Corrientes,Virásoro,almacén
1427,Ezequiel Castro,Corrientes,Goya,distribuidor
1428,María Domínguez,Formosa,Clorinda,restaurante
1429,Ezequiel Benítez,Corrientes,Paso de los Libres,supermercado
1430,Agustín Gutiérrez,Misiones,Aristóbulo del Valle,kiosco
1431,Damián Ramírez,Corrientes,Corrientes,supermercado
1432,Maximiliano Aguirre,Misiones,Puerto Iguazú,kiosco
1433,Nicolás Aguirre,Formosa,Ibarreta,kiosco
1434,Diego Acosta,Formosa,Formosa,distribuidor
1435,Marta Medina,Formosa,Riacho He-Hé,supermercado
1436,María Romero,Misiones,Posadas,supermercado
1437,Daniel Ramírez,Formosa,El Colorado,restaurante
1438,Ivana Domínguez,Chaco,Charata,kiosco
1439,Jorge Vera,Chaco,Quitilipi,restaurante
1440,Hernán Acosta,Corrientes,Esquina,supermercado
1441,Esteban Acosta,Misiones,Leandro N. Alem,kiosco
1442,Brenda Romero,Chaco,Resistencia,almacén
1443,Ariel Aguirre,Formosa,Riacho He-Hé,restaurante
1444,Juan Cardozo,Misiones,Leandro N. Alem,kiosco
1445,Florencia Silva,Misiones,Apóstoles,supermercado
1446,Rocío Molina,Chaco,Las Breñas,distribuidor
1447,Daniel Flores,Formosa,Pirané,distribuidor
1448,Romina Aguirre,Chaco,Villa Ángela,distribuidor
1449,Aldana Suárez,Chaco,Resistencia,supermercado
1450,Agustín Flores,Misiones,San Vicente,kiosco
1451,Florencia Silva,Misiones,Oberá,almacén
1452,Mario Acosta,Formosa,Herradura,restaurante
1453,Agustín Ramírez,Formosa,Comandante Fontana,almacén
1454,Maximiliano Romero,Formosa,Pirané,restaurante
1455,Luis Valdez,Formosa,Comandante Fontana,distribuidor
1456,Nicolás Gómez,Formosa,Formosa,supermercado
1457,Esteban García,Corrientes,Virásoro,supermercado
1458,Luis Benítez,Chaco,Quitilipi,almacén
1459,Esteban Aguirre,Chaco,Las Breñas,almacén
1460,Rocío Fernández,Misiones,Jardín América,kiosco
1461,Elena Torres,Corrientes,Mercedes,kiosco
1462,Nicolás Gutiérrez,Corrientes,Goya,kiosco
1463,Nadia Villalba,Misiones,Eldorado,restaurante
1464,Dario Valdez,Misiones,Oberá,distribuidor
1465,Pablo López,Misiones,Oberá,distribuidor
1466,Marta Domínguez,Misiones,Posadas,distribuidor
1467,Diego Valdez,Chaco,Fontana,supermercado
1468,Julieta Cardozo,Chaco,Puerto Vilelas,restaurante
1469,Daniel Vera,Formosa,Laguna Blanca,restaurante
1470,Noelia García,Misiones,Jardín América,restaurante
1471,Jorge Domínguez,Corrientes,Virásoro,distribuidor
1472,José Flores,Formosa,Comandante Fontana,kiosco
1473,Florencia Martínez,Corrientes,Corrientes,restaurante
1474,Juan Suárez,Corrientes,Saladas,restaurante
1475,Aldana Cardozo,Formosa,El Colorado,restaurante
1476,Diego Franco,Corrientes,Esquina,kiosco
1477,Dario Silva,Misiones,Leandro N. Alem,almacén
1478,Maximiliano Suárez,Misiones,Posadas,distribuidor
1479,Nicolás Romero,Chaco,Las Breñas,supermercado
1480,José Duarte,Misiones,Puerto Iguazú,restaurante
1481,Maximiliano Benítez,Formosa,Ibarreta,distribuidor
1482,Valeria Castro,Misiones,Aristóbulo del Valle,supermercado
1483,Ivana Romero,Misiones,Leandro N. Alem,distribuidor
1484,Elena Silva,Misiones,Eldorado,supermercado
1485,Daniel Martínez,Formosa,Comandante Fontana,almacén
1486,José Castro,Chaco,Resistencia,distribuidor
1487,Juan Sosa,Misiones,Jardín América,distribuidor
1488,Julieta Castro,Corrientes,Ituzaingó,distribuidor
1489,Jorge Cardozo,Formosa,Pirané,distribuidor
1490,Carlos Domínguez,Chaco,Presidencia Roque Sáenz Peña,distribuidor
1491,Dario Duarte,Chaco,General San Martín,kiosco
1492,Luis Aguirre,Corrientes,Paso de los Libres,distribuidor
1493,Federico Benítez,Chaco,Puerto Vilelas,restaurante
1494,Ivana Molina,Corrientes,Goya,restaurante
1495,Ariel Franco,Corrientes,Saladas,restaurante
1496,José Vera,Misiones,Eldorado,distribuidor
1497,Federico Acosta,Formosa,Comandante Fontana,almacén
1498,Nadia Gómez,Corrientes,Curuzú Cuatiá,distribuidor
1499,Rocío Martínez,Chaco,General San Martín,restaurante
1500,Lucía Domínguez,Formosa,Pirané,restaurante
1501,Sofía Molina,Misiones,Aristóbulo del Valle,supermercado
1502,Florencia Pérez,Corrientes,Esquina,almacén
1503,Juan Duarte,Formosa,Comandante Fontana,kiosco
1504,Damián Acosta,Corrientes,Ituzaingó,kiosco
1505,Daniel López,Formosa,Laguna Blanca,kiosco
1506,José Acosta,Chaco,Presidencia Roque Sáenz Peña,kiosco
1507,Nadia Ramírez,Misiones,Leandro N. Alem,restaurante
1508,Mario Torres,Corrientes,Curuzú Cuatiá,kiosco
1509,Maximiliano Pérez,Chaco,Fontana,supermercado
1510,Laura Villalba,Corrientes,Goya,almacén
1511,Rocío Franco,Misiones,Posadas,kiosco
1512,Carlos Vera,Misiones,Puerto Iguazú,distribuidor
1513,Elena Torres,Chaco,Resistencia,kiosco
1514,Brenda Torres,Formosa,El Colorado,distribuidor
1515,Diego Flores,Misiones,Eldorado,kiosco
1516,Nicolás Fernández,Chaco,Quitilipi,supermercado
1517,Nicolás Benítez,Corrientes,Bella Vista,restaurante
1518,Ana Suárez,Chaco,Barranqueras,kiosco
1519,Ezequiel López,Misiones,Oberá,kiosco
1520,Daniel Gutiérrez,Chaco,Presidencia Roque Sáenz Peña,almacén
1521,Marta Álvarez,Misiones,Eldorado,distribuidor
1522,Diego Flores,Misiones,Aristóbulo del Valle,kiosco
1523,Esteban Domínguez,Corrientes,Esquina,almacén
1524,Maximiliano Valdez,Chaco,Las Breñas,supermercado
1525,Juan Villalba,Misiones,Eldorado,restaurante
1526,Nadia Molina,Formosa,Laguna Blanca,restaurante
1527,Agustín Castro,Misiones,Oberá,distribuidor
1528,Diego Álvarez,Misiones,Aristóbulo del Valle,restaurante
1529,Carlos Flores,Misiones,Aristóbulo del Valle,kiosco
1530,Cintia Valdez,Misiones,Jardín América,kiosco
1531,Carlos Vera,Formosa,Formosa,distribuidor
1532,Damián Molina,Formosa,Pirané,distribuidor
1533,Pablo Pérez,Chaco,Quitilipi,almacén
1534,Rocío Pérez,Misiones,Puerto Iguazú,kiosco
1535,Ana Benítez,Corrientes,Goya,restaurante
1536,Julieta Benítez,Corrientes,Saladas,distribuidor
1537,Pablo Silva,Misiones,Posadas,almacén
1538,Mario Franco,Formosa,Laguna Blanca,kiosco
1539,Laura Flores,Formosa,Riacho He-Hé,restaurante
1540,Marta Franco,Formosa,Pirané,almacén
1541,Brenda Franco,Corrientes,Ituzaingó,supermercado
1542,Hernán Fernández,Formosa,Ibarreta,almacén
1543,Cintia Pérez,Chaco,Barranqueras,restaurante
1544,José Gómez,Formosa,Clorinda,kiosco
1545,Ariel Martínez,Chaco,Presidencia Roque Sáenz Peña,almacén
1546,Nicolás Suárez,Misiones,Oberá,supermercado
1547,Jorge Acosta,Chaco,Resistencia,distribuidor
1548,Carlos Flores,Formosa,Herradura,almacén
1549,Gabriel Villalba,Misiones,Eldorado,kiosco
